Original,Normalized
CONSTRUCTION & GENERAL LABORERS LOCAL UNION 304 SMALL CONTRIBUTOR COMMITTEE PAC,CONSTRUCTION & GENERAL LABORERS LOCAL UNION 304
CONSTRUCTION EMPLOYER'S ASSOCIATION PAC,CONSTRUCTION EMPLOYER'S ASSOCIATION
CONSTRUCTION EMPLOYERS ASSOCIATION PAC,CONSTRUCTION EMPLOYER'S ASSOCIATION
CONSTRUCTION EMPLOYERS' ASSOCIATION PAC,CONSTRUCTION EMPLOYER'S ASSOCIATION
CONSUMER ATTORNEYS PAC,CONSUMER ATTORNEYS
CONSUMER ATTORNEYS' PAC,CONSUMER ATTORNEYS
CONSUMER ATTORNEY'S OF CALIFORNIA PAC,CONSUMER ATTORNEYS OF CALIFORNIA
CONSUMER ATTORNEYS,CONSUMER ATTORNEYS OF CALIFORNIA
CONSUMER ATTORNEYS CONSUMER PROTECTION FUND SMALL CONTRIBUTOR COMMITTEE,CONSUMER ATTORNEYS OF CALIFORNIA
CONSUMER ATTORNEYS OF CALIFORNIA CONSUMER PROTECTION FUND,CONSUMER ATTORNEYS OF CALIFORNIA
CONSUMER ATTORNEYS OF CALIFORNIA PAC,CONSUMER ATTORNEYS OF CALIFORNIA
CONSUMER ATTORNEYS OF CALIFORNIA POLITICAL ACTION COMMITTEE,CONSUMER ATTORNEYS OF CALIFORNIA
CONSUMERS AGAINST GREED PAC,CONSUMERS AGAINST GREED PAC
CONSUMERS AGAINST GREED PAC (CAG PAC),CONSUMERS AGAINST GREED PAC
CONVERA,CONVERA
CONVERA (INDEPENDENT EXPENDITURE ACCOUNT),CONVERA
COOPERATIVE OF AMERICAN PHYSICIANS STATE PAC,COOPERATIVE OF AMERICAN PHYSICIANS
COOPERATIVE OF AMERICAN PHYSICIANS STATE POLITICAL ACTION COMMITTEE,COOPERATIVE OF AMERICAN PHYSICIANS
CORDELL B JELF JR,CORDELL B JELF JR
"CORDELL B. JELF, JR.",CORDELL B JELF JR
"VAN RYS, CORNELIUS R. II",CORNELIUS R VANRYS II
"VANRYS II, CORNELIUS R.",CORNELIUS R VANRYS II
"CORNERSTONE SOLUTIONS FLORIDA, LLC",CORNERSTONE SOLUTIONS FLORIDA
"CORNERSTONE SOLUTIONS FLORIDA, LLC( )",CORNERSTONE SOLUTIONS FLORIDA
COUNCILMEMBER QUINTANA OFFICEHOLDER ACCOUNT,COUNCILMEMBER QUINTANA OFFICEHOLDER ACCOUNT
COUNCILMEMBER QUINTANA OFFICEHOLDER ACCOUNT 2017,COUNCILMEMBER QUINTANA OFFICEHOLDER ACCOUNT
COX COMMUNICATIONS  INC,COX COMMUNICATIONS
COX COMMUNICATIONS AND AFFILIATED  ENTITIES,COX COMMUNICATIONS
COX COMMUNICATIONS AND AFFILIATED ENTITIES,COX COMMUNICATIONS
COX COMMUNICATIONS INC,COX COMMUNICATIONS
COX COMMUNICATIONS INC.,COX COMMUNICATIONS
"COX COMMUNICATIONS, INC",COX COMMUNICATIONS
"COX COMMUNICATIONS, INC.",COX COMMUNICATIONS
CALIFORNIA RESOURCE CORPORATION,CRC SERVICES
"CALIFORNIA RESOURCES CORPORATION (CRC) SERVICES, LLC",CRC SERVICES
CALIFORNIA RESOURCES CORPORATION AND SUBSIDIARIES,CRC SERVICES
CALIFORNIA RESOURCES CORPORATION AND SUBSIDIARIES(CLIO C. CRESPY),CRC SERVICES
CALIFORNIA RESOURCES CORPORATION AND SUBSIDIARIES(MATTHEW ALVAREZ),CRC SERVICES
"CALIFORNIA RESOURCES CORPORATION SERVICES (CRC), LLC",CRC SERVICES
CRC SERVICES LLC,CRC SERVICES
"CRC SERVICES, LLC",CRC SERVICES
"CRC SERVICES, LLC(LEON J. FRANCISCO)",CRC SERVICES
"CRC SERVICES, LLC(MARIA SPERBER)",CRC SERVICES
CREDIT UNION OF SOUTHERN CA,CREDIT UNION OF SOUTHERN CALIFORNIA
CREDIT UNION OF SOUTHERN CALIFORNIA,CREDIT UNION OF SOUTHERN CALIFORNIA
CREDIT UNION OF SOUTHERN CALIFORNIA (INDEPDENT EXPENDITURE ACCOUNT),CREDIT UNION OF SOUTHERN CALIFORNIA
CRISTINA GARCIA FOR ASSEMBLY 2022,CRISTINA GARCIA FOR ASSEMBLY
CROWN REALTY PROPERTY MANAGEMENT,CROWN REALTY PROPERTY MANAGEMENT
CROWN REALTY PROPERTY MGMT,CROWN REALTY PROPERTY MANAGEMENT
CRUISE LLC,CRUISE
"CRUISE, LLC",CRUISE
CUESTA COLLEGE CLASSIFIED UNITED EMPLOYEES (UNITEMIZED MEMBER CONTRIBUTIONS),CUESTA COLLEGE CLASSIFIED UNITED EMPLOYEES
CUESTA COLLEGE CLASSIFIED UNITED EMPLOYEES (UNITEMIZED MEMBER DUES),CUESTA COLLEGE CLASSIFIED UNITED EMPLOYEES
CURO MANAGEMENT LLC,CURO MANAGEMENT
CURO MANAGEMENT LLC( ),CURO MANAGEMENT
"CURO MANAGEMENT, LLC",CURO MANAGEMENT
CVS HEALTH CAREMARK RX,CVS HEALTH
"CVS HEALTH- CAREMARK RX, INC.",CVS HEALTH CAREMARK RX
"CVS HEALTH, CAREMARK RX INC",CVS HEALTH CAREMARK RX
CVS PHARMACY INC.,CVS HEALTH CAREMARK RX
"CVS PHARMACY, INC.",CVS HEALTH CAREMARK RX
CYNTHIA MATHEWS,CYNTHIA MATHEWS
CYNTHIA MATTHEWS,CYNTHIA MATHEWS
D'ARTAGNAN SCORZA,D'ARTAGNAN SCORZA
DARTAGNAN SCORZA,D'ARTAGNAN SCORZA
DALE G. QUASNY,DALE G QUASNY
DALE QUASNY,DALE G QUASNY
DAN NGUYEN,DAN NGUYEN
DAT NGUYEN,DAN NGUYEN
DANA JONES,DANA JONES
DONNA JONES,DANA JONES
DANIEL H. YOUNG,DANIEL H YOUNG
DANIEL YOUNG,DANIEL H YOUNG
DANIEL L RABINOWITZ,DANIEL L RABINOWITZ
DANIEL RABINOWITZ,DANIEL L RABINOWITZ
DANIEL THOMAS,DANIEL THOMAS
THOMAS DANIEL,DANIEL THOMAS
DARRAH JOHNSON,DARRAH JOHNSON
DORA JOHNSON,DARRAH JOHNSON
DART CONTAINER,DART CONTAINER
DART CONTAINER CORPORATION,DART CONTAINER
DAVE MIN FOR STATE SENATE,DAVE MIN FOR STATE SENATE
DAVE MIN FOR STATE SENATE 2024,DAVE MIN FOR STATE SENATE
DAVE O WHITE,DAVE O WHITE
DAVE O. WHITE,DAVE O WHITE
DAVE TAMAYO,DAVE TAMAYO
DAVE TAMAYUO,DAVE TAMAYO
DAVID B. DUGAN ATTORNEY AT LAW,"DAVID B. DUGAN, ATTORNEY AT LAW"
"DAVID B. DUGAN, ATTORNEY AT LAW","DAVID B. DUGAN, ATTORNEY AT LAW"
DAVID  BESHAY,DAVID BESHAY
DAVID BESHAY,DAVID BESHAY
DAVID CHIU FOR ASSEMBLY,DAVID CHIU FOR ASSEMBLY
DAVID CHIU FOR ASSEMBLY 2020,DAVID CHIU FOR ASSEMBLY
DAVID CHIU FOR ASSEMBLY 2022,DAVID CHIU FOR ASSEMBLY
DAVID HARRINGTON,DAVID HARRINGTON
DAVID HERRINGTON,DAVID HARRINGTON
DAVID LE,DAVID LE
DAVID LEE,DAVID LE
DAVID MCNEIL,DAVID MCNEIL
DAVID MCNEILL,DAVID MCNEIL
"DAVID NAHAI CONSULTING SERVICES, INC",DAVID NAHAI CONSULTING SERVICES
"DAVID NAHAI CONSULTING SERVICES, INC.",DAVID NAHAI CONSULTING SERVICES
DAVID POLAK,DAVID POLAK
DAVID POLLACK,DAVID POLAK
DAVID SCHWINDT,DAVID SCHWINDT
DAVID SWINT,DAVID SCHWINDT
DAVID TSAI,DAVID TSAI
DAVID TSAU,DAVID TSAI
DAVINDER SINGH,DAVINDER SINGH
DEVINDER SINGH,DAVINDER SINGH
DAVITA - TOTAL RENAL CARE,DAVITA
"DAVITA - TOTAL RENAL CARE, INC.",DAVITA
DAVITA INC,DAVITA
DAVITA INC.,DAVITA
DAVITA INC. INCLUDING AGGREGATED CONTRIBUTIONS,DAVITA
DAVITA KIDNEY CARE,DAVITA
"DAVITA TOTAL CARE, INC. A SUBSIDARY OF DAVITA, INC.",DAVITA
DAVITA TOTAL RENAL CARE INC,DAVITA
"DAVITA TOTAL RENTAL CARE, INC.",DAVITA
"DAVITA, INC",DAVITA
"DAVITA, INC.",DAVITA
"DAVITA, INC. AND AFFILIATED ENTITIES",DAVITA
"DAVITA, INC. INCLUDING AGGREGATED CONTRIBUTIONS",DAVITA
"DAVITA, INC.S",DAVITA
"DAVITA, TOTAL CARE, INC.",DAVITA
MERVAT KELADA M.D. A MEDICAL COMPANY DBA DE ANZA CLINIC,DE ANZA CLINIC
"MERVAT KELADA MD, A MEDICAL COMPANY DBA DE ANZA CLINIC",DE ANZA CLINIC
DELIA H. TALAMANTEZ,DELIA H TALAMANTEZ
DELIA TALAMANTEZ,DELIA H TALAMANTEZ
DELOITTE SERVICES LP,DELOITTE SERVICES
DELOITTE SERVICES LP,DELOITTE SERVICES
"DELOITTE SERVICES, LLP",DELOITTE SERVICES
"DELOITTE SERVICES, LP",DELOITTE SERVICES
DELTA DENTAL,DELTA DENTAL
DELTA DENTAL INSURANCE COMPANY,DELTA DENTAL
DELTA DENTAL OF CALIFORNIA,DELTA DENTAL
"DEMOCRATIC ACTION AGAINST THE RECALL OF GOVERNOR NEWSOM, SPONSORED BY DEMOCRATIC GOVERNORS ASSOCIATION",DEMOCRATIC ACTION AGAINST THE RECALL OF GOVERNOR NEWSOM
"DEMOCRATIC ACTION AGAINST THE RECALL OF GOVERNOR NEWSOM, SPONSORED BY DEMOCRATIC GOVERNORS ASSOCIATION",DEMOCRATIC ACTION AGAINST THE RECALL OF GOVERNOR NEWSOM
DENISE M. MARTELLACCI,DENISE M MARTELLACCI
DENISE MARTELLACCI,DENISE M MARTELLACCI
"PAUL ELLIOTT, DENISE",DENISE PAUL-ELLIOTT
DENITA A WILLOUGHBY,DENITA A WILLOUGHBY
DENITA WILLOUGHBY,DENITA A WILLOUGHBY
DENNY'S,DENNY'S
DENNY'S #7379,DENNY'S
DENTAQUEST PAC TN-C,DENTAQUEST
DENTAQUEST PAC-TN-C,DENTAQUEST
DENTAQUEST PAC-TN-C TN PAC,DENTAQUEST
DEPUTY SHERIFF'S ASSOCIATION OF SAN DIEGO COUNTY PAC,DEPUTY SHERIFF'S ASSOCIATION OF SAN DIEGO COUNTY
DEPUTY SHERIFFS' ASSOCIATION OF SAN DIEGO COUNTY PAC,DEPUTY SHERIFF'S ASSOCIATION OF SAN DIEGO COUNTY
DEREK L. LEDDA,DEREK L LEDDA
DEREK LEDDA,DEREK L LEDDA
DESILVA GATES CONSTRUCTION,DESILVA GATES CONSTRUCTION
DESILVA GATES CONSTRUCTION (RUA),DESILVA GATES CONSTRUCTION
DIAGEO NORTH AMERICA INC.,DIAGEO NORTH AMERICA
DIAGEO NORTH AMERICA INC.,DIAGEO NORTH AMERICA
"DIAGEO NORTH AMERICA, INC",DIAGEO NORTH AMERICA
"DIAGEO NORTH AMERICA, INC.",DIAGEO NORTH AMERICA
DIAGEO-NORTH AMERICA INC.,DIAGEO NORTH AMERICA
"DIALYSIS CLINIC, INC.",DIALYSIS CLINIC
DIANA WEIPING DING,DIANA WEIPING DING
WEIPING DIANA DING,DIANA WEIPING DING
"DELLARMO, DIANE",DIANE DELL'ARMO
DIANE E VANMAREN,DIANE E VANMAREN
DIANE E. VANMAREN,DIANE E VANMAREN
"MASTRIIGHT, DIANNE",DIANNE MASTRIGHT
"DIMENSION ENERGY, LLC",DIMENSION ENERGY
"DIMENSION ENERGY, LLC(SAM YOUNES)",DIMENSION ENERGY
DGA PAC THE POLITICAL ACTION COMMITTEE OF THE DIRECTORS GUILD OF AMERICA INC,DIRECTORS GUILD OF AMERICA
DGA PAC THE POLITICAL ACTION COMMITTEE OF THE DIRECTORS GUILD OF AMERICA INC,DIRECTORS GUILD OF AMERICA
DGA PAC THE POLITICAL ACTION COMMITTEE OF THE DIRECTORS GUILD OF AMERICA INC FEC ID# C00311944,DIRECTORS GUILD OF AMERICA
DGA PAC THE POLITICAL ACTION COMMITTEE OF THE DIRECTORS GUILD OF AMERICA INC.,DIRECTORS GUILD OF AMERICA
DGA-PAC THE POLITICAL ACTION COMMITTEE OF THE DIRECTORS GUILD OF AMERICA INC (FED PAC ID #C00311944),DIRECTORS GUILD OF AMERICA
"DGA-PAC, THE P:OLITICAL ACTION COMMITTEE OF THE DIRECTORS GUILD OF AMERICA INC (FEC ID#C00311944)",DIRECTORS GUILD OF AMERICA
"DGA-PAC, THE POLITICAL ACTION COMMITTEE OF THE DIRECTOR'S GUILD OF AMERICA, INC. (FED PAC ID # C00311944)",DIRECTORS GUILD OF AMERICA
"DGA-PAC, THE POLITICAL ACTION COMMITTEE OF THE DIRECTORS GUILD OF AMERICA INC.",DIRECTORS GUILD OF AMERICA
"DGA-PAC, THE POLITICAL ACTION COMMITTEE OF THE DIRECTORS GUILD OF AMERICA INC.",DIRECTORS GUILD OF AMERICA
"DGA-PAC, THE POLITICAL ACTION COMMITTEE OF THE DIRECTORS GUILD OF AMERICA, INC.",DIRECTORS GUILD OF AMERICA
"DGA-PAC, THE POLITICAL ACTION OF THE DIRECTORS GUILD OF AMERICA INC.",DIRECTORS GUILD OF AMERICA
"DGA-PAC, THE POLITICAL ACTION OF THE DIRECTORS GUILD OF AMERICA, INC.",DIRECTORS GUILD OF AMERICA
"DGA-PAC,THE POLITICAL ACTION COMMITTEE OF THE DIRECTORS GUILD OF AMERICA, INC.",DIRECTORS GUILD OF AMERICA
DISABILITY PAC SPONSORED BY ASSOCIATION FOR CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES,DISABILITY PAC
"DISABILITY PAC, SPONSORED BY ASSOCIATION FOR CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES",DISABILITY PAC
"DISABILITY PAC, SPONSORED BY ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES",DISABILITY PAC
DISABILITY POLITICAL ACTION COMMITTEE SPONSORED BY ASSOCIATION FOR CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES,DISABILITY PAC
"DISABILITY POLITICAL ACTION COMMITTEE, SPONSORED BY ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES",DISABILITY PAC
DISABILITY PAC-ASSOC CAL LIFE & HEALT INSURANCE,DISABILITY SPONSORED BY ASSOCIATION FOR CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES
DISABILITY PAC-ASSOC CAL LIFE & HEALTH INSURANCE,DISABILITY SPONSORED BY ASSOCIATION FOR CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES
DISNEY WORLDWIDE SERVICE INC.,DISNEY
DISNEY WORLDWIDE SERVICES  INC,DISNEY
DISNEY WORLDWIDE SERVICES INC.,DISNEY
"DISNEY WORLDWIDE SERVICES, INC",DISNEY
"DISNEY WORLDWIDE SERVICES, INC.",DISNEY
"THE WALT DISNEY COMPANY AND ITS AFFILIATED ENTITY DISNEY WORLDWIDE SERVICES, INC.",DISNEY
"THE WALT DISNEY COMPANY AND ITS AFFILIATED ENTITY DISNEY WORLDWIDE SERVICES, INC. DISNEY WORLDWIDE SERVICES, INC.",DISNEY
"THE WALT DISNEY COMPANY, PAID BY ITS AFFILIATE DISNEY WORLDWIDE SERVICES INC.",DISNEY
"THE WALT DISNEY COMPANY, PAID BY ITS AFFILIATE, DISNEY WORLDWIDE SERVICES, INC.",DISNEY
DISTRICT COUNCIL OF IRON WORKERS OF THE STATE OF CALIFORNIA & VICINITY,DISTRICT COUNCIL OF IRON WORKERS OF THE STATE OF CALIFORNIA & VICINITY
DISTRICT COUNCIL OF IRON WORKERS OF THE STATE OF CALIFORNIA AND VICINITY PAC SMALL CONTRIBUTOR COMMITTEE,DISTRICT COUNCIL OF IRON WORKERS OF THE STATE OF CALIFORNIA & VICINITY
DISTRICT COUNCIL OF IRON WORKERS POLITICAL ACTION LEAGUE,DISTRICT COUNCIL OF IRON WORKERS POLITICAL ACTION LEAGUE
DISTRICT COUNCIL OF IRONWORKERS POLITICAL ACTION LEAGUE,DISTRICT COUNCIL OF IRON WORKERS POLITICAL ACTION LEAGUE
D.M. CAMP & SONS,DM CAMP & SONS
DM CAMP & SONS,DM CAMP & SONS
DOCTOR'S COMPANY PAC,DOCTOR'S COMPANY
DOCTORS COMPANY -PAC THE AKA DOCPAC,DOCTOR'S COMPANY
DOCTORS COMPANY PAC,DOCTOR'S COMPANY
DOCTORS COMPANY PAC AKA DOCPAC,DOCTOR'S COMPANY
DOCTORS COMPANY PAC THE AKA DOCPAC,DOCTOR'S COMPANY
"DOCTORS COMPANY PAC, THE AKA DOCPAC",DOCTOR'S COMPANY
DOCTORS COMPANY POLITICAL ACTION COMMITTEE (DOCPAC),DOCTOR'S COMPANY
DOCTORS COMPANY POLITICAL ACTION COMMITTEE AKA DOCPAC; THE,DOCTOR'S COMPANY
"DOCTORS COMPANY POLITICAL ACTION COMMITTEE, THE AKA DOCPAC",DOCTOR'S COMPANY
DOCTORS' COMPANY PAC  AKA (DOCPAC),DOCTOR'S COMPANY
"DOCTORS' COMPANY POLITICAL ACTION COMMITTEE, THE AKA 'DOCPAC'",DOCTOR'S COMPANY
"DOCTORS' COMPANY POLITICAL ACTION COMMITTEE, THE AKA DOCPAC",DOCTOR'S COMPANY
THE DOCTORS COMPANY PAC (AKA DOCPAC),DOCTORS COMPANY
THE DOCTORS COMPANY PAC AKA 'DOCPAC',DOCTORS COMPANY
THE DOCTORS COMPANY PAC AKA DOCPAC,DOCTORS COMPANY
THE DOCTORS COMPANY PAC AKA DOCPAC,DOCTORS COMPANY
"THE DOCTORS COMPANY PAC, AKA DOCPAC",DOCTORS COMPANY
"THE DOCTORS COMPANY PAC, THE AKA DOCPAC",DOCTORS COMPANY
THE DOCTORS COMPANY POLITICAL ACTION COMMITTEE AKA 'DOCPAC',DOCTORS COMPANY
"DONAGHY SALES, LLC",DONAGHY SALES
"DONAGHY SALES, LLC( )",DONAGHY SALES
DOORDASH INC,DOORDASH
DOORDASH INC.,DOORDASH
"DOORDASH, INC.",DOORDASH
DR AKILAH WEBER PIERSON FOR STATE SENATE 2028,DR AKILAH WEBER PIERSON FOR STATE SENATE
DR. AKILAH WEBER FOR STATE SENATE 2028,DR AKILAH WEBER PIERSON FOR STATE SENATE
DR. AKILAH WEBER PIERSON FOR STATE SENATE 2028,DR AKILAH WEBER PIERSON FOR STATE SENATE
DR RICHARD PAN FOR SENATE 2018,DR RICHARD PAN FOR SENATE
DR. RICHARD PAN FOR SENATE 2018,DR RICHARD PAN FOR SENATE
CROWN GAMING INC. D/B/A DRAFTKINGS,DRAFTKINGS
"DREYER BABICH BUCCOLA WOOD & CAMPORA, LLP",DREYER BABICH BUCCOLA WOOD & CAMPORA
"DREYER BABICH BUCCOLA WOOD CAMPORA, LLP",DREYER BABICH BUCCOLA WOOD & CAMPORA
"DREYER BABICH BUCCOLA WOOD CAMPORA, LLP (ROGER DREYER)",DREYER BABICH BUCCOLA WOOD & CAMPORA
DUNLEER STRATEGIES INC.,DUNLEER STRATEGIES
"DUNLEER STRATEGIES, INC.",DUNLEER STRATEGIES
E.I. DU PONT DE NEMOURS AND COMPANY,DUPONT
E.I. DU PONT DE NEMOURS AND COMPANY,DUPONT
E.I. DUPONT DE NEMOURS AND COMPANY,DUPONT
E.I. DUPONT DE NEMOURS AND COMPANY,DUPONT
EI DU PONT DE NEMOURS AND COMPANY,DUPONT
EI DUPONT DE NEMOURS AND COMPANY,DUPONT
E & J GALLO WINERY,E & J GALLO WINERY
E & J GALLO WINERY,E & J GALLO WINERY
E. & J. GALLO WINERY,E & J GALLO WINERY
E&J GALLO WINERY,E & J GALLO WINERY
E&J GALLO WINERY INC.,E & J GALLO WINERY
E LOUISA ROSENBERG,E LOUISA ROSENBERG
E. LOUISA ROSENBERG,E LOUISA ROSENBERG
E. SMITH & COMPANY INC.,E SMITH & COMPANY
"E. SMITH & COMPANY, INC.",E SMITH & COMPANY
E-W SERVICES INC.,E-W SERVICES
"E-W SERVICES, INC",E-W SERVICES
"E-W SERVICES, INC.",E-W SERVICES
EAST WEST BANK,E-W SERVICES
"EAST WEST BANK (E-W SERVICES, INC.)",E-W SERVICES
"EAST WEST BANK AND E-W SERVICES, INC.",E-W SERVICES
EARLY CHILDHOOD FEDERATION OF TEACHERS (UNITEMIZED MEMBER CONTRIBUTIONS),EARLY CHILDHOOD FEDERATION OF TEACHERS
EARLY CHILDHOOD FEDERATION OF TEACHERS (UNITEMIZED MEMBER DUES),EARLY CHILDHOOD FEDERATION OF TEACHERS
"EAST SEA INVESTMENT GROUP, INC.",EAST SEA INVESTMENT GROUP
EAZE SOLUTIONS INC.,EAZE SOLUTIONS
"EAZE SOLUTIONS, INC.",EAZE SOLUTIONS
EAZE TECHNOLOGIES INC.,EAZE TECHNOLOGIES
"EAZE TECHNOLOGIES, INC",EAZE TECHNOLOGIES
"EAZE TECHNOLOGIES, INC.",EAZE TECHNOLOGIES
EBAY INC,EBAY
EBAY INC.,EBAY
"EBAY, INC.",EBAY
EDDIE D. TRUONG,EDDIE D TRUONG
EDDIE TRUONG,EDDIE D TRUONG
EDF RENEWABLES SERVICES INC.,EDF RENEWABLES SERVICES
"EDF RENEWABLES SERVICES, INC.",EDF RENEWABLES SERVICES
EDISON INTERNATIONAL & AFFILIATED ENTITIES,EDISON INTERNATIONAL
EDISON INTERNATIONAL & AFFILIATED ENTITIES VIA SOUTHERN CALIFORNIA EDISON COMPANY,EDISON INTERNATIONAL
EDISON INTERNATIONAL AND AFFILIATED ENTITIES,EDISON INTERNATIONAL
EDP RENEWABLES NORTH AMERICA LLC PAC (EDPR NA PAC) (FEC ID#C00452755),EDP RENEWABLES NORTH AMERICA
"EDP RENEWABLES NORTH AMERICA, LLC PAC (AKA EDPR NA PAC) (FEC ID#C00452755)",EDP RENEWABLES NORTH AMERICA
EDUARDO GARCIA FOR ASSEMBLY 2022,EDUARDO GARCIA FOR ASSEMBLY
EDUCATIONAL EMPLOYEES CREDIT UNION (INDEP EXPENDITURE ACCOUNT),EDUCATIONAL EMPLOYEES CREDIT UNION
EDUCATIONAL EMPLOYEES CU,EDUCATIONAL EMPLOYEES CREDIT UNION
EDVOICE FOR THE KIDS PAC,EDVOICE FOR THE KIDS
EDWARD DUNKEL JR,EDWARD DUNKEL JR
EDWARD DUNKEL JR.,EDWARD DUNKEL JR
EDWARD M ROBBINS,EDWARD M ROBBINS
EDWARD M. ROBBINS,EDWARD M ROBBINS
"EDWARDS LIFE SCIENCE, LLC",EDWARDS LIFE SCIENCES
EDWARDS LIFE SCIENCES,EDWARDS LIFE SCIENCES
"EDWARDS LIFESCIENCE, LLC",EDWARDS LIFE SCIENCES
EDWARDS LIFESCIENCES,EDWARDS LIFE SCIENCES
EDWARDS LIFESCIENCES LLC,EDWARDS LIFE SCIENCES
EDWARDS LIFESCIENCES LLC(BERNARD J ZORIGHIAN),EDWARDS LIFE SCIENCES
EDWARDS LIFESCIENCES LLC(HEATHER  ROUHANA),EDWARDS LIFE SCIENCES
EDWARDS LIFESCIENCES LLC(HEATHER ROUHANA),EDWARDS LIFE SCIENCES
"EDWARDS LIFESCIENCES, LLC",EDWARDS LIFE SCIENCES
"EDWARDS LIFESCIENCES, LLC(HEATHER ROUHANA)",EDWARDS LIFE SCIENCES
EDWIN T. TAN,EDWIN T TAN
EDWIN TAN,EDWIN T TAN
E. I. DU PONT DE NEMOURS AND COMPANY,EI DU PONT DE NEMOURS & COMPANY
"EISAI, INC",EISAI
"EISAI, INC.",EISAI
ELECT CLIMATE CHAMPIONS FUND SPONSORED BY CALIFORNIA ENVIRONMENTAL VOTERS,ELECT CLIMATE CHAMPIONS FUND
ELECTING CLIMATE CHAMPIONS FUND SPONSORED BY CALIFORNIA ENVIRONMENTAL VOTERS,ELECT CLIMATE CHAMPIONS FUND
ELECT DEMS NOW PAC,ELECT DEMS NOW PAC
ELECT DEMS NOW PAC FED ID# C00880062,ELECT DEMS NOW PAC
ELENI KOUNALAKIS,ELENI TSAKOPOULOS-KOUNALAKIS
ELEVATION ENTERTAINMENT GROUP AND AFFILIATED ENTITIES,ELEVATION ENTERTAINMENT GROUP
ELI LILLY AND COMPANY PAC,ELI LILLY AND COMPANY
ELI LILLY AND COMPANY POLITICAL ACTION COMMITTEE,ELI LILLY AND COMPANY
ELI POLLACK,ELI POLLACK
ELI POLLAK,ELI POLLACK
"AILLO-SIMPSON, ELISE",ELISE AIELLO-SIMPSON
"COCHRAN MARR, ELIZABETH",ELIZABETH COCHRAN-MARR
ELIZABETH D SIMONS,ELIZABETH D SIMONS
ELIZABETH D SIMONS,ELIZABETH D SIMONS
ELIZABETH D. SIMONS,ELIZABETH D SIMONS
ELIZABETH SIMONS,ELIZABETH D SIMONS
ELIZABETH H. RICHARDSON,ELIZABETH H RICHARDSON
ELLIZABETH RICHARDSON,ELIZABETH H RICHARDSON
"ELLIOT HOMES, INC.",ELLIOTT HOMES
ELLIOTT HOMES INC.,ELLIOTT HOMES
ELLIOTT HOMES INC.,ELLIOTT HOMES
"ELLIOTT HOMES, INC.",ELLIOTT HOMES
ELOISE REYES FOR ASSEMBLY 2022,ELOISE REYES FOR ASSEMBLY
EMERGENCY MEDICAL -PAC,EMERGENCY MEDICAL
EMERGENCY MEDICAL PAC,EMERGENCY MEDICAL
EMILY'S LIST - NF FUND,EMILY'S LIST
EMILY'S LIST -NF FUND,EMILY'S LIST
ENCINITAS & NORTH COAST DEMOCRATIC CLUB,ENCINITAS & NORTH COAST DEMOCRATIC CLUB
ENCINITAS NORTH COAST DEMOCRATIC CLUB,ENCINITAS & NORTH COAST DEMOCRATIC CLUB
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF BAKERSFIELD,ENCOMPASS HEALTH
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MURRIETA,ENCOMPASS HEALTH
ENCOMPASS HEALTH REHABILITATION HOSPTAL OF MURRIETA,ENCOMPASS HEALTH
ENCOMPASS HEATH REHABILITATION HOSPITAL OF BAKERSFIELD,ENCOMPASS HEALTH
ENCORE CAPITAL GROUP INC.,ENCORE CAPITAL GROUP
"ENCORE CAPITAL GROUP, INC",ENCORE CAPITAL GROUP
"ENCORE CAPITAL GROUP, INC.",ENCORE CAPITAL GROUP
ENGINEERING CONTRACTOR'S ASSOCIATION PAC,ENGINEERING CONTRACTOR'S ASSOCIATION
ENGINEERING CONTRACTORS ASSOCIATION PAC,ENGINEERING CONTRACTOR'S ASSOCIATION
ENGINEERING CONTRACTORS' ASSOCIATION PAC,ENGINEERING CONTRACTOR'S ASSOCIATION
"ESC LOCAL 20 IFPTE LOU LUCIVERO LEGISLATIVE EDUCATION & ACTION PROGRAM (LEAP), SPONSORED BY ENGINEERS & SCIENTISTS OF CA",ENGINEERS AND SCIENTISTS OF CALIFORNIA LOCAL 20
"ESC LOCAL 20 IFPTE LOU LUCIVERO LEGISLATIVE EDUCATION & ACTION PROGRAM (LEAP), SPONSORED BY ENGINEERS & SCIENTISTS OF CALIFORNIA LOCAL 20",ENGINEERS AND SCIENTISTS OF CALIFORNIA LOCAL 20
"ENSIGN FACILITY SERVICES, INC.",ENSIGN FACILITY SERVICES
FLAGSTONE HEALTHCARE CENTRAL LLC AND AFFILIATED ENTITIES,ENSIGN FACILITY SERVICES
FLAGSTONE HEALTHCARE CENTRAL LLC(ADAM WILLITS),ENSIGN FACILITY SERVICES
"FLAGSTONE HEALTHCARE CENTRAL, LLC AND AFFILIATED ENTITIES",ENSIGN FACILITY SERVICES
